1,78,3
1,173,6
2,35,5
2,46,4
3,7,4
3,18,4
3,27,9
3,30,5
3,82,13
3,89,34
3,153,5
4,20,4
4,46,10
4,54,3
4,78,5
4,88,3
4,150,12
5,35,11
5,44,6
5,85,4
5,92,5
5,137,3
5,138,7
6,59,3
6,89,5
6,140,3
7,18,3
7,56,3
7,59,4
7,82,10
7,89,32
7,135,4
7,140,5
7,153,8
7,171,7
8,46,11
8,62,6
8,93,8
8,150,4
8,167,3
9,54,4
10,15,3
10,19,14
10,23,5
10,25,12
10,39,3
10,46,30
10,74,5
10,83,10
10,86,39
10,89,37
10,93,12
10,115,4
10,118,39
10,122,18
10,124,13
10,132,3
10,147,7
10,148,15
10,150,8
10,151,3
10,154,7
10,155,104
10,161,20
10,167,6
10,168,5
10,178,4
10,187,4
11,25,3
12,46,3
12,150,4
13,142,3
13,154,3
14,17,3
14,25,12
14,46,28
14,78,4
14,86,6
14,88,4
14,115,3
14,132,7
14,134,8
14,142,13
14,150,40
14,154,3
14,155,3
14,177,9
15,19,6
15,25,3
15,81,3
15,82,9
15,89,41
15,103,7
15,110,3
15,148,7
15,150,3
15,162,4
15,171,8
15,181,3
15,187,4
16,46,3
16,55,6
16,102,5
16,150,5
16,155,4
16,163,5
17,25,9
17,86,3
17,115,5
17,155,6
18,82,8
18,89,10
18,153,3
19,23,18
19,25,6
19,46,19
19,60,3
19,61,3
19,67,29
19,72,3
19,82,4
19,86,3
19,88,7
19,89,56
19,93,11
19,94,4
19,103,65
19,125,17
19,128,12
19,132,3
19,142,3
19,145,4
19,146,4
19,147,32
19,148,112
19,150,11
19,151,6
19,155,10
19,160,4
19,162,23
19,168,5
19,171,31
19,187,3
20,46,11
20,104,4
20,132,14
20,146,3
20,150,5
21,23,6
21,28,8
21,111,4
21,151,4
21,156,3
21,157,3
21,171,61
21,173,4
21,175,11
21,184,5
22,23,16
22,47,3
22,69,5
22,78,7
22,106,10
22,126,3
22,148,9
22,162,6
22,171,4
22,173,3
22,180,3
23,25,12
23,32,3
23,42,3
23,46,64
23,47,7
23,48,3
23,61,10
23,69,6
23,78,9
23,86,4
23,88,11
23,89,14
23,90,4
23,103,14
23,106,33
23,111,6
23,113,5
23,119,3
23,121,9
23,123,3
23,126,3
23,132,22
23,145,6
23,147,3
23,148,49
23,149,3
23,150,22
23,151,25
23,155,9
23,159,5
23,162,9
23,171,49
23,172,4
23,173,7
23,175,5
23,177,10
23,180,13
23,182,3
23,184,5
24,46,7
24,142,3
24,167,6
25,46,69
25,74,4
25,78,16
25,79,4
25,86,42
25,88,7
25,89,4
25,93,5
25,115,4
25,118,3
25,124,7
25,132,13
25,134,9
25,142,5
25,150,72
25,154,5
25,155,29
25,158,5
25,168,4
25,171,27
25,173,10
25,177,19
25,178,4
26,171,5
27,89,4
27,153,6
28,171,5
28,184,3
29,97,4
31,35,7
31,44,9
31,58,7
31,136,6
32,175,4
33,34,5
33,157,9
33,171,6
35,43,15
35,44,101
35,46,5
35,49,5
35,58,12
35,73,24
35,75,25
35,84,26
35,85,17
35,92,75
35,116,31
35,136,18
35,137,5
35,138,4
35,143,4
35,150,11
35,177,5
35,179,37
36,68,3
36,80,3
36,180,3
37,89,6
38,46,3
38,169,3
39,46,4
40,157,7
41,89,7
43,44,5
43,75,14
43,84,11
43,92,3
43,179,3
44,58,9
44,73,16
44,75,9
44,84,5
44,85,7
44,87,3
44,92,16
44,116,12
44,127,11
44,136,13
44,137,3
44,138,4
44,144,5
44,150,3
44,179,19
45,89,4
46,47,3
46,51,4
46,53,3
46,54,3
46,55,10
46,62,5
46,65,4
46,70,3
46,74,6
46,76,4
46,78,27
46,79,4
46,86,26
46,88,47
46,89,38
46,93,32
46,95,5
46,102,12
46,103,16
46,104,19
46,106,12
46,112,3
46,118,11
46,122,3
46,132,81
46,133,4
46,134,33
46,141,4
46,142,33
46,143,10
46,145,4
46,147,4
46,148,16
46,150,291
46,151,7
46,154,10
46,155,34
46,158,18
46,161,6
46,162,5
46,165,7
46,167,15
46,169,5
46,170,4
46,171,21
46,173,18
46,176,4
46,177,61
46,178,12
46,185,3
46,186,3
47,69,7
47,78,4
47,97,4
47,106,5
47,112,3
47,132,4
47,148,5
47,172,3
48,106,3
48,175,3
50,127,4
51,78,3
51,90,4
51,145,4
51,148,5
51,152,3
52,82,4
52,181,13
52,183,12
54,129,3
54,150,4
55,78,3
55,102,10
55,112,6
55,132,3
55,134,3
55,150,4
55,154,11
55,155,5
55,171,7
55,173,6
56,59,6
56,82,3
56,89,31
56,135,27
56,153,8
56,166,7
57,171,7
58,116,3
58,136,11
58,138,3
59,89,23
59,135,8
59,140,3
59,153,6
59,166,3
61,103,4
61,148,13
61,162,7
62,72,3
62,93,4
63,78,3
64,93,5
64,185,3
65,86,4
66,89,5
67,103,10
67,125,8
67,148,5
68,80,3
69,106,3
69,150,3
71,88,3
72,93,5
72,103,3
72,148,3
72,151,3
73,75,3
73,92,7
73,150,6
73,179,14
74,83,3
74,86,4
74,102,3
74,150,4
74,155,9
74,177,5
75,84,14
75,85,7
75,92,4
75,179,5
77,81,3
78,86,12
78,88,5
78,93,4
78,98,4
78,102,3
78,106,6
78,132,7
78,142,4
78,145,3
78,148,9
78,150,24
78,151,3
78,154,12
78,155,3
78,171,36
78,173,16
78,177,3
78,185,3
79,86,4
79,132,3
79,134,3
79,150,4
79,155,3
81,82,11
81,89,7
82,89,81
82,150,4
82,153,8
82,171,23
82,187,3
83,102,4
83,118,7
83,150,3
83,155,27
84,92,4
85,92,5
85,116,3
86,89,10
86,102,3
86,115,3
86,118,9
86,122,14
86,124,5
86,132,11
86,134,4
86,142,9
86,148,19
86,150,30
86,151,9
86,154,24
86,155,87
86,158,7
86,168,8
86,171,13
86,173,3
86,177,7
87,127,3
88,106,12
88,132,4
88,134,11
88,150,32
88,158,13
88,171,5
88,177,5
89,93,3
89,103,10
89,114,3
89,118,4
89,130,5
89,135,45
89,140,8
89,147,11
89,148,53
89,150,18
89,151,3
89,153,81
89,155,8
89,162,8
89,166,13
89,171,56
89,187,6
90,108,5
90,145,7
90,148,8
90,152,3
90,162,5
90,173,3
91,172,3
92,116,5
92,136,7
92,143,5
92,150,3
92,179,15
93,118,3
93,132,8
93,148,9
93,150,7
93,151,5
93,155,9
93,158,3
93,162,3
93,167,5
93,178,5
93,185,6
94,103,3
96,120,5
96,171,6
97,112,3
98,171,15
98,173,9
99,171,5
100,150,3
101,171,4
102,107,3
102,132,5
102,142,5
102,150,4
102,151,3
102,154,4
102,155,14
103,125,4
103,128,16
103,145,3
103,147,9
103,148,20
103,151,3
103,162,10
103,168,3
103,171,10
104,150,9
104,155,4
105,106,3
106,132,4
106,149,8
106,150,5
106,158,4
106,171,25
106,175,5
107,131,3
108,145,3
109,155,4
111,151,5
111,171,10
111,184,4
112,173,3
115,150,3
115,154,4
115,155,5
115,161,5
116,136,9
117,171,20
118,124,12
118,132,3
118,150,7
118,155,43
120,171,5
122,154,5
122,155,10
124,150,3
124,155,8
124,168,6
125,148,4
128,148,3
132,134,14
132,142,12
132,150,30
132,151,7
132,154,3
132,155,8
132,167,4
132,171,11
132,177,29
134,142,7
134,150,26
134,155,8
134,158,3
134,173,4
134,177,17
135,140,4
135,153,11
135,166,8
136,137,4
137,138,6
139,153,5
140,153,3
141,150,8
142,148,3
142,150,42
142,154,7
142,155,5
142,158,19
142,171,4
142,177,9
143,150,22
143,155,3
143,173,4
143,179,5
145,148,9
145,152,3
147,148,20
147,155,8
147,171,4
148,150,6
148,151,15
148,152,6
148,153,4
148,155,13
148,160,3
148,162,37
148,169,3
148,171,11
148,173,9
148,180,7
148,182,3
148,187,3
149,171,9
150,154,9
150,155,26
150,158,21
150,168,3
150,171,18
150,173,13
150,177,36
150,178,3
150,179,7
151,162,6
151,171,10
151,184,7
152,173,4
154,155,23
154,171,5
155,158,3
155,167,3
155,171,3
155,177,4
156,171,12
157,164,4
157,171,17
157,174,4
158,173,4
158,177,5
159,180,3
162,171,3
162,173,3
162,180,4
164,171,3
168,171,3
171,173,40
171,175,9
171,177,3
171,184,4
171,187,10
173,177,4
173,180,8
181,183,18
